Database,UniparcID,Description,Start,End
PROSITE,UPI000013AF55,"Zinc finger, BED-type",84,138
PROSITE,UPI0000053278,"Aconitase family, 4Fe-4S cluster binding site",413,426
PROSITE,UPI0000053278,"Aconitase family, 4Fe-4S cluster binding site",352,368
PROSITE,UPI000012A183,ERV/ALR sulfhydryl oxidase domain,83,183
PROSITE,UPI000016832E,"Cornichon, conserved site",25,39
PROSITE,UPI0000136194,"Succinyl-CoA synthetase, beta subunit, conserved site",297,321
PROSITE,UPI0000052E37,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain,188,394
PROSITE,UPI000012DDBE,Protein kinase domain,2,369
PROSITE,UPI000012DDBE,"Serine/threonine-protein kinase, active site",129,141
PROSITE,UPI0000125708,Major facilitator superfamily domain,109,556
PROSITE,UPI000012B2C6,"GTP cyclohydrolase I, conserved site",167,177
PROSITE,UPI000012B2C6,"GTP cyclohydrolase I, conserved site",119,135
PROSITE,UPI000018CCFF,"Mini-chromosome maintenance, conserved site",634,642
PROSITE,UPI000018CCFF,MCM domain,525,731
PROSITE,UPI0000124F5F,6-phosphogluconate-binding site,255,267
PROSITE,UPI000013B12B,Synaptotagmin-like mitochondrial-lipid-binding domain,1,190
PROSITE,UPI000012F0E4,Rab-GAP-TBC domain,244,432
PROSITE,UPI000012F0E4,EF-hand domain,638,673
PROSITE,UPI0000053133,"Aminoacyl-tRNA synthetase, class I, conserved site",205,216
PROSITE,UPI000012EF05,"Ammonium transporter, conserved site",173,198
PROSITE,UPI000012F051,"Heat shock factor (HSF)-type, DNA-binding",47,71
PROSITE,UPI0000052F30,EF-hand domain,81,116
PROSITE,UPI000012F0FB,Zinc finger C2H2-type,47,69
PROSITE,UPI000012F0FB,Zinc finger C2H2-type,45,74
PROSITE,UPI000012F28C,"Ubiquitin-conjugating enzyme E2, catalytic core domain",5,137
PROSITE,UPI00001D477F,"Aminoacyl-tRNA synthetase, class I, conserved site",208,219
PROSITE,UPI000013371F,Peptide chain release factor class I,280,296
PROSITE,UPI0000112B17,"Delta-aminolevulinic acid dehydratase, active site",256,268
PROSITE,UPI000012C728,"Amino acid permease, conserved site",119,150
PROSITE,UPI000012CA9D,"Amino acid permease, conserved site",88,119
PROSITE,UPI0000136580,"Aminoacyl-tRNA synthetase, class I, conserved site",24,33
PROSITE,UPI000013AFC4,Mitochondrial substrate/solute carrier,266,359
PROSITE,UPI00000531A4,,71,94
PROSITE,UPI00000531A4,,106,138
PROSITE,UPI00000531A4,Ankyrin repeat,106,138
PROSITE,UPI000012DD9E,"Serine carboxypeptidases, histidine active site",460,477
PROSITE,UPI000012DD9E,"Serine carboxypeptidase, serine active site",194,201
PROSITE,UPI00003FEC71,"MnmG-related, conserved site",408,431
PROSITE,UPI00003FEC71,"MnmG-related, conserved site",313,327
PROSITE,UPI00003FEC72,"Uncharacterised protein family UPF0021, conserved site",42,79
PROSITE,UPI000012E0D8,"Serine/threonine-protein kinase, active site",139,151
PROSITE,UPI000012E0D8,"Protein kinase, ATP binding site",19,43
PROSITE,UPI000012E0D8,Protein kinase domain,13,313
PROSITE,UPI000012E0D8,"Mitogen-activated protein (MAP) kinase, conserved site",47,155
PROSITE,UPI0000053288,"Iron-sulfur cluster carrier protein-like, conserved site",180,196
PROSITE,UPI000013B0BD,"Staphylococcal nuclease (SNase-like), OB-fold",53,261
PROSITE,UPI000013AF7E,SH3 domain,53,112
PROSITE,UPI000013688E,"Transaldolase, active site",43,51
PROSITE,UPI000013688E,"Transaldolase, active site",141,158
PROSITE,UPI0000035CF2,RNA recognition motif domain,168,246
PROSITE,UPI0000052E3E,BRCT domain,355,449
PROSITE,UPI000012FD76,"NUDIX hydrolase, conserved site",257,278
PROSITE,UPI000012FD76,NUDIX hydrolase domain,219,351
PROSITE,UPI00001D4783,"Folliculin/SMCR8, tripartite DENN domain",48,242
PROSITE,UPI0000052F85,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain",458,605
PROSITE,UPI000013AFDA,Stress-induced protein SRP1/TIP1,96,102
PROSITE,UPI00001252C3,Cytochrome b5-like heme/steroid binding domain,409,487
PROSITE,UPI00001252C3,"Fatty acid desaturase type 1, conserved site",331,345
PROSITE,UPI00001252C3,"Cytochrome b5, heme-binding site",440,447
PROSITE,UPI0000131263,Ubiquitin specific protease domain,505,855
PROSITE,UPI000012EAE9,Zn(2)Cys(6) fungal-type DNA-binding domain,12,41
PROSITE,UPI000012EAE9,Zn(2)Cys(6) fungal-type DNA-binding domain,12,39
PROSITE,UPI0000128D14,"Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site",75,93
PROSITE,UPI0000131386,Sm domain,51,107
PROSITE,UPI000158EA79,EF-hand domain,224,259
PROSITE,UPI0000052FB2,Peripheral subunit-binding domain,169,210
PROSITE,UPI0000052FB2,Biotin/lipoyl attachment,32,108
PROSITE,UPI0000052FB2,"2-oxo acid dehydrogenase, lipoyl-binding site",57,86
PROSITE,UPI0000127C06,"Cyclic-AMP phosphodiesterase class-II, conserved site",128,142
PROSITE,UPI0000168331,Zn(2)Cys(6) fungal-type DNA-binding domain,45,74
PROSITE,UPI0000168331,Zn(2)Cys(6) fungal-type DNA-binding domain,45,72
PROSITE,UPI0000052DE7,"Phosphofructokinase, conserved site",853,871
PROSITE,UPI0000053180,"Helicase, C-terminal domain-like",370,561
PROSITE,UPI0000053180,"Helicase superfamily 1/2, ATP-binding domain",151,339
PROSITE,UPI0000131C9D,"P-type ATPase, phosphorylation site",378,384
PROSITE,UPI0000168329,Pumilio homology domain,188,596
PROSITE,UPI0000168329,Pumilio RNA-binding repeat,209,247
PROSITE,UPI000005317D,"Large ribosomal subunit protein uL3, conserved site",160,183
PROSITE,UPI000012F0FA,Zinc finger C2H2-type,66,95
PROSITE,UPI000012F0FA,Zinc finger C2H2-type,68,90
PROSITE,UPI0000053298,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,307,312
PROSITE,UPI0000053298,Tetratricopeptide repeat,46,79
PROSITE,UPI000012F638,"ATPase, AAA-type, conserved site",229,248
PROSITE,UPI00000530D8,Nop domain,225,346
PROSITE,UPI000013B020,Pumilio RNA-binding repeat,635,671
PROSITE,UPI000013B020,Pumilio homology domain,539,888
PROSITE,UPI00000531BA,"Proteasome alpha-subunit, N-terminal domain",8,30
PROSITE,UPI00000531BA,Proteasome alpha-type subunit,23,240
PROSITE,UPI0000053093,C2 domain,478,600
PROSITE,UPI000013AFD0,G-patch domain,25,72
PROSITE,UPI0000132BBE,Biotin carboxylation domain,18,470
PROSITE,UPI0000132BBE,Biotin-binding site,1125,1142
PROSITE,UPI0000132BBE,ATP-grasp fold,140,337
PROSITE,UPI0000132BBE,Pyruvate carboxyltransferase,557,824
PROSITE,UPI0000132BBE,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",173,187
PROSITE,UPI0000132BBE,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",306,313
PROSITE,UPI0000132BBE,Biotin/lipoyl attachment,1094,1169
PROSITE,UPI0000133038,"Helicase, C-terminal domain-like",659,812
PROSITE,UPI0000133038,"Helicase superfamily 1/2, ATP-binding domain",322,504
PROSITE,UPI000013AF8C,"GTP1/OBG, conserved site",116,129
PROSITE,UPI000013AF8C,OBG-type guanine nucleotide-binding (G) domain,64,292
PROSITE,UPI000013AF8C,TGS,292,367
PROSITE,UPI000013346B,"Serine/threonine-protein kinase, active site",255,267
PROSITE,UPI000013346B,"Protein kinase, ATP binding site",127,157
PROSITE,UPI000013346B,Protein kinase domain,121,414
PROSITE,UPI000004F91E,RNA recognition motif domain,195,273
PROSITE,UPI00001342F5,Zinc finger C2H2-type,258,281
PROSITE,UPI00001342F5,Zinc finger C2H2-type,178,205
PROSITE,UPI00000005FB,Stress-induced protein SRP1/TIP1,96,102
PROSITE,UPI0000129008,"TPP-binding enzyme, conserved site",427,446
PROSITE,UPI0000052DDF,RNA recognition motif domain,18,96
PROSITE,UPI0000036C52,"Large ribosomal subunit protein uL5, conserved site",37,53
PROSITE,UPI0000053197,"DNA-directed RNA polymerase M, 15kDa subunit, conserved site",6,32
PROSITE,UPI0000053197,"Zinc finger, TFIIS-type",71,111
PROSITE,UPI0000053197,"Zinc finger, TFIIS-type",75,110
PROSITE,UPI0000132EB6,"Large ribosomal subunit protein uL1, conserved site",117,136
PROSITE,UPI0000137977,"Ubiquitin-conjugating enzyme, active site",103,119
PROSITE,UPI0000137977,"Ubiquitin-conjugating enzyme E2, catalytic core domain",17,179
PROSITE,UPI0000E445E9,"Large ribosomal subunit protein uL24, conserved site",53,70
PROSITE,UPI0000036C48,"Large ribosomal subunit protein eL24, conserved site",8,25
PROSITE,UPI0000132F6F,"Large ribosomal subunit protein eL24, conserved site",8,25
PROSITE,UPI0000168339,"Small ribosomal subunit protein uS2, conserved site",14,25
PROSITE,UPI0000168339,"Small ribosomal subunit protein uS2, conserved site",118,142
PROSITE,UPI0000052F42,Glycerophosphodiester phosphodiesterase domain,871,1178
PROSITE,UPI0000052F42,Ankyrin repeat,591,623
PROSITE,UPI0000052F42,,556,588
PROSITE,UPI0000052F42,,591,623
PROSITE,UPI0000052F42,SPX domain,1,169
PROSITE,UPI0000036C4C,"Large ribosomal subunit protein uL15, conserved site",111,142
PROSITE,UPI000016832B,"Large ribosomal subunit protein uL30, conserved site",102,134
PROSITE,UPI000013B00A,,174,206
PROSITE,UPI000013B00A,,132,169
PROSITE,UPI000013B00A,WD40 repeat,174,215
PROSITE,UPI0000131A92,"Zinc finger, FYVE-related",452,527
PROSITE,UPI00001351E6,Bromodomain,255,325
PROSITE,UPI00001351E6,Bromo adjacent homology (BAH) domain,368,486
PROSITE,UPI00001351E6,"Bromodomain, conserved site",260,317
PROSITE,UPI0000126202,"P-type ATPase, phosphorylation site",445,451
PROSITE,UPI000005303A,Plus-3 domain,238,370
PROSITE,UPI0000052F99,"ATPase, AAA-type, conserved site",288,306
PROSITE,UPI0000131D09,MIR motif,409,467
PROSITE,UPI0000126200,"P-type ATPase, phosphorylation site",371,377
PROSITE,UPI0000036C47,"Proteasome alpha-subunit, N-terminal domain",12,34
PROSITE,UPI0000036C47,Proteasome alpha-type subunit,27,245
PROSITE,UPI000004F918,"Proteasome alpha-subunit, N-terminal domain",6,28
PROSITE,UPI000004F918,"Proteasome beta-type subunit, conserved site",36,83
PROSITE,UPI000004F918,Proteasome alpha-type subunit,21,239
PROSITE,UPI0000052F7C,"Helicase, C-terminal domain-like",293,473
PROSITE,UPI0000052F7C,"Helicase superfamily 1/2, ATP-binding domain",103,268
PROSITE,UPI0000052F7C,"DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site",210,219
PROSITE,UPI00001356BA,Glycoside hydrolase family 17,472,485
PROSITE,UPI0000135705,Protein kinase domain,1,324
PROSITE,UPI000013AF8B,"Pseudouridine synthase, RluA-like, conserved site",164,178
PROSITE,UPI00001356B8,Glycoside hydrolase family 17,317,330
PROSITE,UPI0000052F8A,WD40 repeat,300,332
PROSITE,UPI0000052F8A,,51,85
PROSITE,UPI0000052F8A,,300,332
PROSITE,UPI0000137959,"Ubiquitin-conjugating enzyme E2, catalytic core domain",4,150
PROSITE,UPI0000137959,"Ubiquitin-conjugating enzyme, active site",77,92
PROSITE,UPI000013307B,XPG conserved site,70,84
PROSITE,UPI000013307B,XPG conserved site,783,797
PROSITE,UPI0000036C4F,WD40 repeat,287,328
PROSITE,UPI0000036C4F,"WD40 repeat, conserved site",306,320
PROSITE,UPI0000036C4F,,287,322
PROSITE,UPI0000036C4F,,1,32
PROSITE,UPI000005328F,"Ribonucleotide reductase small subunit, acitve site",123,139
PROSITE,UPI0001779B10,"Helicase superfamily 1/2, ATP-binding domain",297,485
PROSITE,UPI0001779B10,"Helicase, C-terminal domain-like",516,735
PROSITE,UPI0000053027,"ATP-dependent RNA helicase DEAD-box, conserved site",278,286
PROSITE,UPI0000053027,"Helicase superfamily 1/2, ATP-binding domain",153,333
PROSITE,UPI0000053027,"Helicase, C-terminal domain-like",344,506
PROSITE,UPI0000053027,"RNA helicase, DEAD-box type, Q motif",122,150
PROSITE,UPI00000530F2,Sm domain,2,101
PROSITE,UPI0000052EE4,Extended PHD (ePHD) domain,1105,1231
PROSITE,UPI0000052EE4,Bromo adjacent homology (BAH) domain,121,258
PROSITE,UPI0000052EE4,SANT domain,555,606
PROSITE,UPI0000052EE4,"Zinc finger, PHD-finger",1038,1097
PROSITE,UPI0001F7BD45,Citron homology (CNH) domain,842,1137
PROSITE,UPI0001F7BD45,Dbl homology domain,464,651
PROSITE,UPI0000168330,"Large ribosomal subunit protein eL30, conserved site",76,96
PROSITE,UPI0000168330,"Large ribosomal subunit protein eL30, conserved site",20,44
PROSITE,UPI0000052F23,CBS domain,194,253
PROSITE,UPI0000036C4E,"Large ribosomal subunit protein uL6, conserved site-2",163,184
PROSITE,UPI0000135E6E,Septin-type guanine nucleotide-binding (G) domain,106,365
PROSITE,UPI0000004F6D,Small ribosomal subunit protein uS12,62,69
PROSITE,UPI000004F910,"Small ribosomal subunit protein uS5, N-terminal",76,139
PROSITE,UPI000004F910,"Small ribosomal subunit protein uS5, N-terminal, conserved site",93,125
PROSITE,UPI0000132F7A,"Ribosomal protein eS26, conserved site",73,80
PROSITE,UPI0000136178,Threonylcarbamoyl-AMP synthase-like domain,49,252
PROSITE,UPI0000135220,,1,166
PROSITE,UPI0000135220,Small GTPase,1,272
PROSITE,UPI0000135220,,1,221
PROSITE,UPI000013B133,THUMP domain,146,259
PROSITE,UPI0000403EFC,CBS domain,272,330
PROSITE,UPI0000052DFD,,224,256
PROSITE,UPI0000052DFD,,136,170
PROSITE,UPI0000052DFD,,93,125
PROSITE,UPI0000052DFD,WD40 repeat,9,50
PROSITE,UPI000013575B,Target SNARE coiled-coil homology domain,434,496
PROSITE,UPI0000053136,SCA7 domain,220,286
PROSITE,UPI000013AF80,Major facilitator superfamily domain,172,614
PROSITE,UPI000013B0D5,Homeodomain,192,255
PROSITE,UPI0000135962,Surfeit locus 1/Shy1,72,367
PROSITE,UPI0000052E1E,Glycoside hydrolase family 16,353,716
PROSITE,UPI000013AF5A,Mitochondrial substrate/solute carrier,210,310
PROSITE,UPI0000137A06,"Zinc finger, UBR-type",121,194
PROSITE,UPI000012B139,Aminotransferases class-III pyridoxal-phosphate attachment site,292,331
PROSITE,UPI000013764C,"Tryptophan synthase, alpha chain, active site",49,62
PROSITE,UPI000013764C,"Tryptophan synthase, beta chain, conserved site",377,391
PROSITE,UPI0000052FAE,"Aminoacyl-tRNA synthetase, class I, conserved site",190,201
PROSITE,UPI0000052E79,SH2 domain,1257,1354
PROSITE,UPI00001380F6,Target SNARE coiled-coil homology domain,250,312
PROSITE,UPI00001380F6,Phox homology,1,124
PROSITE,UPI000013344E,"Regulator of chromosome condensation, RCC1",399,409
PROSITE,UPI000013344E,"Regulator of chromosome condensation, RCC1",109,120
PROSITE,UPI000013344E,"Regulator of chromosome condensation, RCC1",413,467
PROSITE,UPI000013B11B,"Cys/Met metabolism enzyme, pyridoxal-phosphate attachment site",205,219
PROSITE,UPI000013B0E5,Major facilitator superfamily domain,31,483
PROSITE,UPI000013AFB9,ENTH domain,1,127
PROSITE,UPI0000136875,Adenosine deaminase/editase,76,291
PROSITE,UPI000013AF74,STAS domain,668,781
PROSITE,UPI000013AF74,Cyclic nucleotide-binding domain,936,1002
PROSITE,UPI00000531C7,"ABC transporter type 1, transmembrane domain",208,493
PROSITE,UPI00000531C7,"ABC transporter-like, conserved site",710,724
PROSITE,UPI00000531C7,"ABC transporter-like, ATP-binding domain",581,808
PROSITE,UPI0000052E27,Tetratricopeptide repeat,502,535
PROSITE,UPI000004F91A,"Glyceraldehyde 3-phosphate dehydrogenase, active site",148,155
PROSITE,UPI0000052F07,"ATPase, AAA-type, conserved site",555,573
PROSITE,UPI0000052F07,Bromodomain,1044,1086
PROSITE,UPI0000036C57,DnaJ domain,97,168
PROSITE,UPI0000036C57,"DnaJ domain, conserved site",145,164
PROSITE,UPI0000137192,RINT-1/Tip20,147,701
PROSITE,UPI000012DDCE,"Protein kinase, ATP binding site",56,79
PROSITE,UPI000012DDCE,"Serine/threonine-protein kinase, active site",185,197
PROSITE,UPI000012DDCE,Protein kinase domain,50,344
PROSITE,UPI000004F91C,"Thioredoxin, conserved site",23,41
PROSITE,UPI000004F91C,Thioredoxin domain,1,104
PROSITE,UPI000013B0B8,Forkhead-associated (FHA) domain,22,86
PROSITE,UPI00001377D6,Actin-depolymerising factor homology domain,5,132
PROSITE,UPI000013B12F,LIS1 homology motif,710,742
PROSITE,UPI000013B12F,"CTLH, C-terminal LisH motif",769,826
PROSITE,UPI000013B12F,B30.2/SPRY domain,390,592
PROSITE,UPI0000053262,Rhodanese-like domain,29,137
PROSITE,UPI000013B0E4,HD domain,58,164
PROSITE,UPI0000052ED7,"FAD-binding domain, ferredoxin reductase-type",147,264
PROSITE,UPI0000052ED7,Globin,1,138
PROSITE,UPI000013B11C,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site",282,298
PROSITE,UPI000013B13D,Peptidase family A1 domain,67,165
PROSITE,UPI000013BD27,,7,174
PROSITE,UPI000013BD27,,9,222
PROSITE,UPI000013BD27,Small GTPase,1,222
PROSITE,UPI000013BFCF,"Helicase, C-terminal domain-like",1095,1244
PROSITE,UPI0001B7282A,Zinc finger C2H2-type,8,35
PROSITE,UPI0001B7282A,Zinc finger C2H2-type,38,59
PROSITE,UPI000006A491,"Zinc finger, CCHC-type",267,281
PROSITE,UPI000006951C,"Zinc finger, CCHC-type",267,281
PROSITE,UPI000006951C,Reverse transcriptase domain,620,797
PROSITE,UPI000006951C,"Integrase, catalytic core",1159,1324
PROSITE,UPI000013AF68,LIS1 homology motif,7,39
PROSITE,UPI000006B987,"Aspartic peptidase, active site",458,469
PROSITE,UPI000006B987,"Integrase, catalytic core",660,835
PROSITE,UPI000013AFA2,OBG-type guanine nucleotide-binding (G) domain,5,274
PROSITE,UPI0000168325,Peptidase family A1 domain,1,77
PROSITE,UPI000006C437,"Integrase, catalytic core",660,835
PROSITE,UPI000006C437,"Aspartic peptidase, active site",458,469
PROSITE,UPI000006AA1A,"Aspartic peptidase, active site",458,469
PROSITE,UPI000006AA1A,"Integrase, catalytic core",660,835
PROSITE,UPI000013B2CF,Cell wall mannoprotein PIR repeat,104,114
PROSITE,UPI000013B2CF,Cell wall mannoprotein PIR repeat,100,118
PROSITE,UPI0000052F6C,GNAT domain,35,195
PROSITE,UPI000005327E,"Clathrin adaptor, mu subunit, conserved site",367,381
PROSITE,UPI000005327E,Mu homology domain,269,604
PROSITE,UPI000005327E,"Clathrin adaptor, mu subunit, conserved site",258,278
PROSITE,UPI0001F7BD48,Major facilitator superfamily domain,72,582
PROSITE,UPI0000126051,Actin/actin-like conserved site,112,124
PROSITE,UPI0000125F14,"Fumarate lyase, conserved site",282,291
PROSITE,UPI0000052E2C,"Aminotransferase, class IV, conserved site",254,289
PROSITE,UPI0000052EFA,Tetratricopeptide repeat,431,464
PROSITE,UPI000013B2C8,,101,143
PROSITE,UPI0000128C7D,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,39,198
PROSITE,UPI0000128C7D,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site",81,98
PROSITE,UPI000013B2A1,"Zinc finger, HIT-type",5,39
PROSITE,UPI0000052F44,Septin-type guanine nucleotide-binding (G) domain,31,314
PROSITE,UPI000006C15D,"Integrase, catalytic core",656,831
PROSITE,UPI0000168D64,"Glutathione S-transferase, C-terminal-like",94,225
PROSITE,UPI000005305B,F-BAR domain,5,271
PROSITE,UPI000005305B,SH3 domain,577,633
PROSITE,UPI000012B225,WD40 repeat,266,307
PROSITE,UPI000012B225,,387,423
PROSITE,UPI000012B225,,88,120
PROSITE,UPI000012B225,"WD40 repeat, conserved site",195,209
PROSITE,UPI000006A1F8,Proteasome component (PCI) domain,220,431
PROSITE,UPI0000052F76,Target SNARE coiled-coil homology domain,244,306
PROSITE,UPI0000052F76,"Syntaxin/epimorphin, conserved site",250,289
PROSITE,UPI0000036C94,Cell wall mannoprotein PIR repeat,207,225
PROSITE,UPI0000036C94,Cell wall mannoprotein PIR repeat,211,221
PROSITE,UPI0000036C94,Stress-induced protein SRP1/TIP1,96,102
PROSITE,UPI000006BE89,"Sugar transporter, conserved site",146,162
PROSITE,UPI0000036C96,,74,107
PROSITE,UPI0000036C96,Tetratricopeptide repeat,262,295
PROSITE,UPI0000052EED,"tRNA (guanine(10)-N(2))-methyltransferase, TRM11",2,433
PROSITE,UPI0000052EED,"DNA methylase, N-6 adenine-specific, conserved site",288,294
PROSITE,UPI0000069AF6,"Zinc finger, AN1-type",79,128
PROSITE,UPI000006A25C,"TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain",72,99
PROSITE,UPI000006A42C,Stress-induced protein SRP1/TIP1,97,103
PROSITE,UPI000065C6A7,"Zinc finger, CCCH-type",158,196
PROSITE,UPI0000052FAF,C2 domain,512,636
PROSITE,UPI0000052FAF,Synaptotagmin-like mitochondrial-lipid-binding domain,172,375
PROSITE,UPI0000129DE8,"Tr-type G domain, conserved site",87,102
PROSITE,UPI0000129DE8,Translational (tr)-type GTP-binding domain,46,242
PROSITE,UPI000006B08B,Patatin-like phospholipase domain,183,388
PROSITE,UPI00001368EB,"Amino acid permease, conserved site",111,142
PROSITE,UPI00000694AD,tRNA methyltransferase TRM10-type domain,83,279
PROSITE,UPI0000137AD7,Target SNARE coiled-coil homology domain,255,317
PROSITE,UPI0000136B7C,Zn(2)Cys(6) fungal-type DNA-binding domain,69,98
PROSITE,UPI0000136B7C,Zn(2)Cys(6) fungal-type DNA-binding domain,69,96
PROSITE,UPI00001379DB,Ubiquitin specific protease domain,736,1258
PROSITE,UPI00001379DB,"Ubiquitin specific protease, conserved site",1193,1210
PROSITE,UPI00001379DB,"Ubiquitin specific protease, conserved site",737,752
PROSITE,UPI00000532A6,"Aminoacyl-tRNA synthetase, class I, conserved site",111,121
PROSITE,UPI0000138F9F,Carbohydrate-binding WSC,39,132
PROSITE,UPI000006A79E,Basic-leucine zipper domain,130,145
PROSITE,UPI000005300B,,364,769
PROSITE,UPI000005300B,"DNA topoisomerase IB, active site",714,732
PROSITE,UPI000012620B,,1185,1207
PROSITE,UPI000012620B,"P-type ATPase, phosphorylation site",781,787
PROSITE,UPI000006AA65,Zn(2)Cys(6) fungal-type DNA-binding domain,30,61
PROSITE,UPI000006AA65,Zn(2)Cys(6) fungal-type DNA-binding domain,30,59
PROSITE,UPI000013BD32,,2,208
PROSITE,UPI000013BD32,Small GTPase,1,210
PROSITE,UPI000013BD32,,1,176
PROSITE,UPI0000136F1C,Rhodanese-like domain,177,299
PROSITE,UPI0000136F1C,"Thiosulphate sulfurtransferase, conserved site",280,290
PROSITE,UPI000012DF36,"Protein kinase, ATP binding site",47,78
PROSITE,UPI000012DF36,Protein kinase domain,41,329
PROSITE,UPI000012DF36,"Serine/threonine-protein kinase, active site",169,181
PROSITE,UPI0000052DEB,"Myc-type, basic helix-loop-helix (bHLH) domain",180,265
PROSITE,UPI000006BDBA,SWIB/MDM2 domain,119,195
PROSITE,UPI000006BDBA,"DEK, C-terminal",1,56
PROSITE,UPI000004F904,"Helicase, C-terminal domain-like",1031,1180
PROSITE,UPI000013796E,"Ubiquitin-conjugating enzyme E2, catalytic core domain",8,155
PROSITE,UPI000013796E,"Ubiquitin-conjugating enzyme, active site",82,97
PROSITE,UPI00001380F3,"Syntaxin/epimorphin, conserved site",196,235
PROSITE,UPI00001380F3,Target SNARE coiled-coil homology domain,190,252
PROSITE,UPI000006BC7F,"Zinc finger, RING-type",1330,1386
PROSITE,UPI000006BC7F,"Helicase, C-terminal domain-like",1447,1606
PROSITE,UPI000006BC7F,"Helicase superfamily 1/2, ATP-binding domain",956,1157
PROSITE,UPI000006BC7F,"Zinc finger, RING-type, conserved site",1348,1357
PROSITE,UPI000013C0CD,,177,478
PROSITE,UPI000013C0CD,"Peptidase S8, subtilisin, Asp-active site",209,220
PROSITE,UPI000013C0CD,"Peptidase S8, subtilisin, His-active site",245,255
PROSITE,UPI000013C0CD,"Peptidase S8, subtilisin, Ser-active site",405,415
PROSITE,UPI000006B966,"Aspartic peptidase, active site",458,469
PROSITE,UPI000006B966,"Integrase, catalytic core",660,835
PROSITE,UPI000005311A,,204,235
PROSITE,UPI000005311A,,140,174
PROSITE,UPI000005311A,,371,407
PROSITE,UPI000005311A,WD40 repeat,283,325
PROSITE,UPI000005311A,"WD40 repeat, conserved site",118,132
PROSITE,UPI00006A7833,"ArgE/DapE/ACY1/CPG2/YscS, conserved site",165,174
PROSITE,UPI00006A7833,"ArgE/DapE/ACY1/CPG2/YscS, conserved site",205,244
PROSITE,UPI0000052FC1,Phox homology,279,394
PROSITE,UPI0000069AF3,Zn(2)Cys(6) fungal-type DNA-binding domain,53,84
PROSITE,UPI0000069AF3,Zn(2)Cys(6) fungal-type DNA-binding domain,53,82
PROSITE,UPI000158DCFA,"ABC transporter-like, conserved site",839,853
PROSITE,UPI000158DCFA,"ABC transporter-like, ATP-binding domain",28,287
PROSITE,UPI000006BD8C,"Integrase, catalytic core",660,835
PROSITE,UPI000006BD8C,"Aspartic peptidase, active site",458,469
PROSITE,UPI00000696BD,"Integrase, catalytic core",656,831
PROSITE,UPI0000069C39,"Phosphoglycerate/bisphosphoglycerate mutase, active site",21,30
PROSITE,UPI000006BFB0,AMMECR1 domain,21,246
PROSITE,UPI000006A2C7,Munc13 homology 1,615,733
PROSITE,UPI000006A2C7,"Mammalian uncoordinated homology 13, domain 2",1044,1184
PROSITE,UPI000006A2C7,C2 domain,834,966
PROSITE,UPI000006A8DE,"Integrase, catalytic core",656,831
PROSITE,UPI000006BCE5,SWIRM domain,266,363
PROSITE,UPI000006996E,Mitochondrial substrate/solute carrier,725,813
PROSITE,UPI00001D47B1,"Zinc finger, RING-type",4,48
PROSITE,UPI000012A24B,"Electron transfer flavoprotein subunit alpha, conserved site",284,310
PROSITE,UPI000016842E,"Aldehyde dehydrogenase, glutamic acid active site",271,278
PROSITE,UPI0000125D2D,"Major intrinsic protein, conserved site",116,124
PROSITE,UPI0000110DB7,"Chorismate mutase, AroQ class, eukaryotic type",3,255
PROSITE,UPI0000125394,Rhodanese-like domain,17,124
PROSITE,UPI0000126890,Pleckstrin homology domain,634,741
PROSITE,UPI0000126890,Rho GTPase-activating protein domain,913,1128
PROSITE,UPI000006BF77,"Polyprenyl synthetase, conserved site",201,213
PROSITE,UPI000006BF77,"Polyprenyl synthetase, conserved site",72,86
PROSITE,UPI000016843C,Glutamine amidotransferase type 2 domain,2,186
PROSITE,UPI0000168439,"Peptidase M16, zinc-binding site",55,78
PROSITE,UPI000016842B,BRO1 domain,4,400
PROSITE,UPI0000052EC6,Ureohydrolase,3,333
PROSITE,UPI0000052EC6,"Ureohydrolase, manganese-binding site",254,275
PROSITE,UPI00001279CB,C-CAP/cofactor C-like domain,98,255
PROSITE,UPI000006BC66,Mitochondrial substrate/solute carrier,122,208
PROSITE,UPI0000052FB3,Mu homology domain,175,473
PROSITE,UPI0000052FB3,"Clathrin adaptor, mu subunit, conserved site",292,306
PROSITE,UPI0000052FB3,"Clathrin adaptor, mu subunit, conserved site",164,184
PROSITE,UPI0000069737,,11,186
PROSITE,UPI0000069737,,13,198
PROSITE,UPI0000128F29,"Helicase superfamily 1/2, ATP-binding domain",185,374
PROSITE,UPI0000128F29,"RNA helicase, DEAD-box type, Q motif",154,182
PROSITE,UPI0000128F29,"Helicase, C-terminal domain-like",385,545
PROSITE,UPI0000128F29,"ATP-dependent RNA helicase DEAD-box, conserved site",316,324
