Database,UniparcID,Description,Start,End
Pfam,UPI0000053248,WD40 repeat,95,129
Pfam,UPI0000135E5D,MT-A70-like,342,504
Pfam,UPI0000053052,"SNF2, N-terminal",709,1016
Pfam,UPI0000053052,DBINO domain,470,601
Pfam,UPI0000053052,"Helicase, C-terminal domain-like",1300,1412
Pfam,UPI000013B132,ER membrane protein complex subunit 4,61,176
Pfam,UPI0000052FA2,"Importin-beta, N-terminal domain",21,96
Pfam,UPI0000052FA2,"Importin-9, central HEAT repeats",329,568
Pfam,UPI000013B023,"Co-chaperone HscB, C-terminal oligomerisation domain",101,170
Pfam,UPI000013B023,DnaJ domain,32,78
Pfam,UPI0000052E2A,DDT domain,424,476
Pfam,UPI0000052E2A,WHIM2 domain,869,1044
Pfam,UPI0000052E2A,WSTF/Acf1/Cbp146,24,124
Pfam,UPI0000052F0F,GOLD domain,20,198
Pfam,UPI000012DE73,Kinesin motor domain,125,438
Pfam,UPI0000052F6D,"Enolase, N-terminal",3,134
Pfam,UPI0000052F6D,"Enolase, C-terminal TIM barrel domain",145,432
Pfam,UPI000013AF55,"Zinc finger, BED-type",88,132
Pfam,UPI0000053278,"Aconitase A/isopropylmalate dehydratase small subunit, swivel domain",545,671
Pfam,UPI0000053278,"Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain",14,471
Pfam,UPI000012A0D6,Fatty acid hydroxylase,147,282
Pfam,UPI000012A183,ERV/ALR sulfhydryl oxidase domain,92,184
Pfam,UPI000016832E,Cornichon,3,124
Pfam,UPI0000136194,"ATP-grasp fold, succinyl-CoA synthetase-type",33,239
Pfam,UPI0000136194,"ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain",302,422
Pfam,UPI000013AF7D,Marvel domain,6,138
Pfam,UPI0000052E37,GTP binding domain,339,392
Pfam,UPI000012DDBE,Protein kinase domain,2,232
Pfam,UPI0000125708,"Major facilitator, sugar transporter-like",110,567
Pfam,UPI000012EA99,4'-phosphopantetheinyl transferase domain,133,217
Pfam,UPI000012B2C6,GTP cyclohydrolase I domain,62,237
Pfam,UPI000018CCFF,"MCM, AAA-lid domain",749,835
Pfam,UPI000018CCFF,MCM domain,513,735
Pfam,UPI000018CCFF,"Mcm6, C-terminal winged-helix domain",900,1007
Pfam,UPI000018CCFF,"MCM, N-terminal domain",112,269
Pfam,UPI000018CCFF,MCM OB domain,276,404
Pfam,UPI000013AF3F,Meiotically up-regulated gene 163 protein-like,25,153
Pfam,UPI000013B035,Get1 family,7,191
Pfam,UPI0000124F5F,"6-phosphogluconate dehydrogenase, NADP-binding",8,174
Pfam,UPI0000124F5F,"6-phosphogluconate dehydrogenase, C-terminal",181,478
Pfam,UPI0001F7BD53,"Attractin/MKLN-like, beta-propeller domain",153,266
Pfam,UPI000012F0E4,GRAM domain,29,158
Pfam,UPI000012F0E4,Rab-GAP-TBC domain,248,452
Pfam,UPI0000053133,"Methionyl-tRNA synthetase, anticodon-binding domain",613,750
Pfam,UPI0000053133,Methionyl/Leucyl tRNA synthetase,198,589
Pfam,UPI0000053133,"Methionyl-tRNA synthetase, N-terminal heteromerisation domain",11,132
Pfam,UPI000012EF05,Ammonium transporter AmtB-like domain,20,424
Pfam,UPI000005325D,GPI mannosyltransferase,17,484
Pfam,UPI000012F051,"Heat shock factor (HSF)-type, DNA-binding",6,116
Pfam,UPI000012B7E6,"1,3-beta-glucan synthase component FKS1-like, domain-1",320,427
Pfam,UPI000012B7E6,"1,3-beta-glucan synthase component FKS1-like, domain-2",458,629
Pfam,UPI000012B7E6,Glycosyl transferase 48 domain,827,1649
Pfam,UPI000012F032,"Mating factor alpha precursor, N-terminal",1,81
Pfam,UPI000012F032,"Mating factor alpha, C-terminal repeat",108,120
Pfam,UPI0000052F30,EF-hand domain,87,144
Pfam,UPI000012F0FB,Zinc finger C2H2-type,46,69
Pfam,UPI0000168328,"Mnd1, HTH domain",17,77
Pfam,UPI0000168328,Leucine zipper with capping helix domain,164,213
Pfam,UPI000012F28C,"Ubiquitin-conjugating enzyme E2, catalytic core domain",33,127
Pfam,UPI0000052ED2,,32,181
Pfam,UPI000012B9CD,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q/GPI1,220,517
Pfam,UPI000013B08A,"Large ribosomal subunit protein bL12, C-terminal",127,194
Pfam,UPI000013B08A,"Large ribosomal subunit protein bL12, oligomerization",53,101
Pfam,UPI000005325F,Gtr1/RagA G protein,12,235
Pfam,UPI00001D477F,"Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain",509,597
Pfam,UPI00001D477F,"tRNA synthetases class I (E and Q), anti-codon binding domain",608,681
Pfam,UPI00001D477F,"Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain",201,506
Pfam,UPI000013B01D,2-hydroxy-palmitic acid dioxygenase Mpo1-like,8,147
Pfam,UPI000012F2A9,Alpha-mannosyltransferase,174,450
Pfam,UPI000013371F,Peptide chain release factor class I,269,373
Pfam,UPI000013371F,Peptide chain release factor,80,248
Pfam,UPI0000112B17,Delta-aminolevulinic acid dehydratase,22,337
Pfam,UPI000013B0A7,Monopolar spindle protein 2,10,386
Pfam,UPI000013B0FE,"Ribosomal RNA methyltransferase, FtsJ domain",50,307
Pfam,UPI0000053175,Large ribosomal subunit protein mL59 domain,13,137
Pfam,UPI000012C728,Amino acid permease/ SLC12A domain,94,559
Pfam,UPI000012CA9D,Amino acid/polyamine transporter I,58,501
Pfam,UPI000013AFA6,PROPPIN,23,310
Pfam,UPI000013AF89,,134,301
Pfam,UPI0000136580,Methionyl/Leucyl tRNA synthetase,17,403
Pfam,UPI000013AF31,Alpha/beta hydrolase fold-1,75,326
Pfam,UPI000013AF36,"5'-3' DNA helicase ZGRF1-like, N-terminal domain",5,94
Pfam,UPI000004F912,Mid2 domain,317,466
Pfam,UPI000012DD95,,144,377
Pfam,UPI0000052F31,"Exoribonuclease, phosphorolytic domain 1",45,186
Pfam,UPI000013AFC4,Mitochondrial substrate/solute carrier,156,251
Pfam,UPI00000531A4,Ankyrin repeat,111,204
Pfam,UPI000012DD9E,"Peptidase S10, serine carboxypeptidase",51,483
Pfam,UPI00003FEC71,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal, N-terninal subdomain",503,598
Pfam,UPI00003FEC71,"MnmG, N-terminal domain",38,437
Pfam,UPI00003FEC71,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG, C-terminal",603,657
Pfam,UPI0000052F81,,457,474
Pfam,UPI0000052F81,,437,453
Pfam,UPI0000052F81,,339,356
Pfam,UPI0000052F81,,414,431
Pfam,UPI0000052F81,"Nab2, type CCCH zinc finger 4",359,387
Pfam,UPI0000052F81,"Nuclear polyadenylated RNA-binding 2 protein, CCCH zinc finger 1",252,278
Pfam,UPI0000052F81,"Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal",1,98
Pfam,UPI0000052F81,"RNA-binding, Nab2-type zinc finger",281,309
Pfam,UPI00003FEC72,"tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal",69,254
Pfam,UPI00003FEC72,"Cytoplasmic tRNA 2-thiolation protein 1, C-terminal",306,337
Pfam,UPI000013B0A8,KxDL domain,115,200
Pfam,UPI000012E0D8,Protein kinase domain,13,313
Pfam,UPI0000053288,Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35,71,321
Pfam,UPI000013AFC3,Nucleolar protein 19,1,148
Pfam,UPI000013B0BD,"Staphylococcal nuclease (SNase-like), OB-fold",150,260
Pfam,UPI000012FDA3,Protein FAM210A/B-like domain,93,221
Pfam,UPI000013AF7E,SH3 domain,60,104
Pfam,UPI000013688E,Transaldolase/Fructose-6-phosphate aldolase,26,327
Pfam,UPI000013AF1F,Cytidyltransferase-like domain,163,353
Pfam,UPI0000035CF2,RNA recognition motif domain,170,239
Pfam,UPI00001B65AA,LSO1/LSO2,10,78
Pfam,UPI0000052E3E,BRCT domain,359,447
Pfam,UPI0000052E3E,Pescadillo,5,270
Pfam,UPI00001307A0,"Nucleoporin Nup54, alpha-helical domain",326,463
Pfam,UPI00001307A0,Nucleoporin FG repeat,119,193
Pfam,UPI000012FD76,"Zinc ribbon, NADH pyrophosphatase",175,199
Pfam,UPI000012FD76,NUDIX hydrolase domain,222,340
Pfam,UPI00001D4783,"Folliculin/SMCR8, longin domain",70,234
Pfam,UPI000012EB12,Spindle assembly checkpoint component Mad1,70,744
Pfam,UPI0000052F85,,460,610
Pfam,UPI0000052F85,Nucleoporin FG repeat,71,157
Pfam,UPI0000052F85,"Nuclear pore complex protein NUP96, C-terminal domain",898,1150
Pfam,UPI0000053079,Prefoldin alpha-like,48,179
Pfam,UPI000012EAEA,"Glycosyl hydrolase, family 13, catalytic domain",21,505
Pfam,UPI000013AFDA,Stress-induced protein SRP1/TIP1,22,114
Pfam,UPI00001252C3,Fatty acid desaturase domain,143,358
Pfam,UPI00001252C3,Cytochrome b5-like heme/steroid binding domain,417,486
Pfam,UPI0000131263,"PAN2, UCH domain",505,829
Pfam,UPI0000131263,"Exonuclease, RNase T/DNA polymerase III",907,1079
Pfam,UPI0000131263,"PAN2-PAN3 deadenylation complex catalytic subunit PAN2, N-terminal",35,247
Pfam,UPI000012EAE9,Zn(2)Cys(6) fungal-type DNA-binding domain,11,47
Pfam,UPI000012EAE9,"Transcription factor domain, fungi",93,253
Pfam,UPI0000168326,Oligosaccharyltransferase complex subunit,15,86
Pfam,UPI000013AF5B,"Peptidase S54, rhomboid domain",185,329
Pfam,UPI0000128D14,"Tryptophan synthase beta chain-like, PALP domain",50,365
Pfam,UPI000016832A,"MTHFR, SAM-binding regulatory domain",313,587
Pfam,UPI000016832A,Methylenetetrahydrofolate reductase-like,7,297
Pfam,UPI0000131386,"Ataxin 2, SM domain",50,131
Pfam,UPI0000131386,LsmAD domain,226,297
Pfam,UPI000158EA79,EF-hand domain,162,224
Pfam,UPI0000052FB2,Biotin/lipoyl attachment,34,107
Pfam,UPI000013AFAD,MICOS complex subunit MIC26/MIC27,59,184
Pfam,UPI0000127C06,"Cyclic-AMP phosphodiesterase, class-II",36,364
Pfam,UPI0000168331,Zn(2)Cys(6) fungal-type DNA-binding domain,44,78
Pfam,UPI0000168331,"Transcription factor domain, fungi",311,651
Pfam,UPI000013170C,"Peroxisome membrane anchor protein Pex14p, N-terminal",8,53
Pfam,UPI00001D4782,Mediator of RNA polymerase II transcription subunit 3,3,397
Pfam,UPI000013AF1E,"TECPR1-like, DysF domain",51,394
Pfam,UPI000004F91D,Mitochondrial pyruvate carrier,10,116
Pfam,UPI000004F90F,Mitochondrial pyruvate carrier,14,119
Pfam,UPI0000052DE7,"Phosphofructokinase, N-terminal domain",9,101
Pfam,UPI0000052DE7,Phosphofructokinase domain,595,885
Pfam,UPI0001F7BD4F,"FUZ/MON1/HPS1, first Longin domain",182,307
Pfam,UPI0001F7BD4F,"FUZ/MON1/HPS1, third Longin domain",487,633
Pfam,UPI0001F7BD4F,"FUZ/MON1/HPS1, second Longin domain",356,459
Pfam,UPI0000053180,DEAD/DEAH box helicase domain,138,326
Pfam,UPI0000053180,"Helicase, C-terminal domain-like",483,529
Pfam,UPI0001779B90,"Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal",79,236
Pfam,UPI0000131C9D,,375,646
Pfam,UPI0000131C9D,,176,356
Pfam,UPI0000131C9D,"Cation-transporting P-type ATPase, N-terminal",78,134
Pfam,UPI000004F916,Eisosome component PIL1/LSP1,1,264
Pfam,UPI0000168329,Pumilio RNA-binding repeat,216,237
Pfam,UPI000013B04C,Isochorismatase-like domain,3,187
Pfam,UPI000005317D,Large ribosomal subunit protein uL3,158,242
Pfam,UPI000012F0FA,Zinc finger C2H2-type,67,90
Pfam,UPI000012995A,Yeast membrane protein DUP/COS,76,171
Pfam,UPI0000053298,PPP domain,122,233
Pfam,UPI0000053298,"Calcineurin-like phosphoesterase domain, ApaH type",243,436
Pfam,UPI0000126EBA,"Acyl-CoA oxidase, C-alpha1 domain",331,502
Pfam,UPI0000126EBA,"Acyl-CoA oxidase/dehydrogenase, middle domain",185,295
Pfam,UPI0000126EBA,"Acyl-coenzyme A oxidase, N-terminal",31,172
Pfam,UPI0000126EBA,"Acyl-CoA oxidase, C-terminal",549,724
Pfam,UPI000012F638,"AAA ATPase, AAA+ lid domain",281,317
Pfam,UPI000012F638,"ATPase, AAA-type, core",129,256
Pfam,UPI00000530D8,Prp31 C-terminal,351,450
Pfam,UPI00000530D8,Nop domain,105,343
Pfam,UPI000012995B,Yeast membrane protein DUP/COS,81,171
Pfam,UPI00000530D9,Pre-mRNA-splicing factor 38,15,214
Pfam,UPI0000132146,Prp18,132,244
Pfam,UPI000013B020,Pumilio RNA-binding repeat,678,709
Pfam,UPI000013B12E,Cytochrome c oxidase subunit IV family,32,102
Pfam,UPI00000531BA,"Proteasome alpha-subunit, N-terminal domain",8,30
Pfam,UPI00000531BA,"Proteasome, subunit alpha/beta",32,220
Pfam,UPI000012F8FC,Amino acid/polyamine transporter I,61,497
Pfam,UPI0000053093,C2 domain,497,601
Pfam,UPI0000053093,Phosphatidylserine decarboxylase-related,871,1079
Pfam,UPI000013AFD0,G-patch domain,25,70
Pfam,UPI0000132BBE,"Biotin carboxylase, C-terminal",359,466
Pfam,UPI0000132BBE,Biotin/lipoyl attachment,1103,1167
Pfam,UPI0000132BBE,"Biotin carboxylase-like, N-terminal domain",20,130
Pfam,UPI0000132BBE,Pyruvate carboxyltransferase,710,826
Pfam,UPI0000132BBE,"Carboxylase, conserved domain",851,1051
Pfam,UPI0000132BBE,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",135,343
Pfam,UPI000013AFA1,Multivesicular body sorting factor 12,9,98
Pfam,UPI000013007D,DUF34/NIF3,13,267
Pfam,UPI0000036CFF,Cytochrome b-c1 complex subunit 9,4,55
Pfam,UPI000013071E,Nucleoporin FG repeat,64,141
Pfam,UPI0000133038,"Rad54, N-terminal",30,245
Pfam,UPI0000133038,"SNF2, N-terminal",274,620
Pfam,UPI0000133038,"Helicase, C-terminal domain-like",656,770
Pfam,UPI0000053156,"Mediator complex, subunit Med5, fungi",1,1127
Pfam,UPI000013AF8C,"GTP binding protein, second domain",185,293
Pfam,UPI000013AF8C,TGS,295,366
Pfam,UPI000013AF8C,GTP binding domain,65,176
Pfam,UPI0000130BB0,"Glycosyltransferase, DXD sugar-binding motif",114,206
Pfam,UPI000013346B,Protein kinase domain,121,414
Pfam,UPI000004F91E,RNA recognition motif domain,595,626
Pfam,UPI0000130E75,ORMDL family,74,209
Pfam,UPI00001342F5,Zinc finger C2H2-type,258,281
Pfam,UPI00000005FB,Stress-induced protein SRP1/TIP1,22,114
Pfam,UPI000013B0FD,Cyclin PHO80-like,293,406
Pfam,UPI000013AFCF,"Exonuclease, RNase T/DNA polymerase III",227,372
Pfam,UPI0000168338,Cytidyltransferase-like domain,107,234
Pfam,UPI000013B102,"Domain of unknown function DUF676, lipase-like",185,379
Pfam,UPI0000129008,"Thiamine pyrophosphate enzyme, central domain",201,320
Pfam,UPI0000129008,"Thiamine pyrophosphate enzyme, TPP-binding",407,507
Pfam,UPI0000129008,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain",5,108
Pfam,UPI0000052DDF,RNA recognition motif domain,20,90
Pfam,UPI0000052DDF,"Transcription termination and cleavage factor, C-terminal domain",254,291
Pfam,UPI0000036C52,"Large ribosomal subunit protein uL5, C-terminal",64,140
Pfam,UPI0000036C52,"Large ribosomal subunit protein uL5, N-terminal",7,60
Pfam,UPI000013AFB5,"PEX18/PEX21, C-terminal domain",192,269
Pfam,UPI0000053197,"DNA-directed RNA polymerase II subunit RPB9-like, zinc ribbon",4,40
Pfam,UPI0000053197,"Zinc finger, TFIIS-type",74,111
Pfam,UPI0000132EB6,Ribosomal protein uL1/ribosomal biogenesis protein,22,212
Pfam,UPI0000137977,"Ubiquitin-conjugating enzyme E2, catalytic core domain",51,171
Pfam,UPI00003FEC74,Band 7 domain,60,237
Pfam,UPI0000E445E9,,9,122
Pfam,UPI0000E445E9,KOW,53,83
Pfam,UPI0000036C48,"Large ribosomal subunit protein eL24-related, N-terminal",1,66
Pfam,UPI0000132F6F,"Large ribosomal subunit protein eL24-related, N-terminal",1,66
Pfam,UPI0000168339,Small ribosomal subunit protein uS2,115,180
Pfam,UPI0000052F42,SPX domain,104,169
Pfam,UPI0000052F42,,784,864
Pfam,UPI0000052F42,Ankyrin repeat,561,647
Pfam,UPI0000036C4C,Large ribosomal subunit protein uL15/eL18,72,146
Pfam,UPI000016832B,"Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain",84,134
Pfam,UPI000016832B,"Large ribosomal subunit protein uL30, N-terminal, eukaryotes",9,79
Pfam,UPI0000168333,Small ribosomal subunit protein eS25,5,104
Pfam,UPI000013B00A,WD40 repeat,133,164
Pfam,UPI000004F917,Band 7 domain,32,210
Pfam,UPI0000131A92,FYVE zinc finger,448,526
Pfam,UPI00001D4784,"Exoribonuclease, phosphorolytic domain 1",3,125
Pfam,UPI00001D4784,"Exoribonuclease, phosphorolytic domain 2",131,200
Pfam,UPI000013B103,GOLD domain,146,293
Pfam,UPI00001351E6,Bromodomain,256,325
Pfam,UPI00001351E6,Bromo adjacent homology (BAH) domain,368,485
Pfam,UPI0000126202,,553,655
Pfam,UPI0000126202,"Cation-transporting P-type ATPase, N-terminal",62,127
Pfam,UPI0000126202,"Cation-transporting P-type ATPase, C-terminal",926,1118
Pfam,UPI0000126202,,192,422
Pfam,UPI0000126202,,717,853
Pfam,UPI000005303A,Plus-3 domain,243,345
Pfam,UPI0000052F99,"ATPase, AAA-type, core",185,317
Pfam,UPI0000052F99,"AAA ATPase, AAA+ lid domain",341,383
Pfam,UPI0000052F99,"Proteasomal ATPase, second OB domain",72,127
Pfam,UPI000005309B,Small ribosomal subunit protein mS33,6,93
Pfam,UPI0000135546,SIT4 phosphatase-associated protein family,207,734
Pfam,UPI0000131D09,Glycosyl transferase family 39/83,71,314
Pfam,UPI0000131D09,"Protein O-mannosyl-transferase, C-terminal four TM domain",558,755
Pfam,UPI0000131D09,MIR motif,360,533
Pfam,UPI00001354DE,"DNA endonuclease activator Ctp1, C-terminal",263,281
Pfam,UPI0000126200,,431,513
Pfam,UPI0000126200,,571,690
Pfam,UPI0000126200,,148,349
Pfam,UPI0000126200,"Cation-transporting P-type ATPase, C-terminal",762,935
Pfam,UPI0000126200,"Cation-transporting P-type ATPase, N-terminal",39,108
Pfam,UPI0000131F3A,DNA/RNA-binding protein Alba-like,49,118
Pfam,UPI0000036C47,"Proteasome, subunit alpha/beta",42,227
Pfam,UPI0000036C47,"Proteasome alpha-subunit, N-terminal domain",12,34
Pfam,UPI000004F918,"Proteasome alpha-subunit, N-terminal domain",6,27
Pfam,UPI000004F918,"Proteasome, subunit alpha/beta",30,216
Pfam,UPI0000052F7C,"Helicase associated domain (HA2), winged-helix domain",494,522
Pfam,UPI0000052F7C,"DEAD-box helicase, OB fold",648,725
Pfam,UPI0000052F7C,"Helicase, C-terminal domain-like",292,431
Pfam,UPI0000052F7C,DEAD/DEAH box helicase domain,100,254
Pfam,UPI0000052F7C,,523,582
Pfam,UPI0000135705,Protein kinase domain,82,323
Pfam,UPI0000052DCF,"Transcription termination and cleavage factor, C-terminal domain",389,413
Pfam,UPI0000052DCF,"Cleavage stimulation factor subunit 2, hinge domain",178,255
Pfam,UPI000013AF8B,"Pseudouridine synthase, RsuA/RluA-like",128,292
Pfam,UPI00001355C1,"Exocyst complex component EXOC6/Sec15, N-terminal domain",83,257
Pfam,UPI00001355C1,"Exocyst complex subunit EXOC6/Sec15, C-terminal",477,863
Pfam,UPI00001356B8,Glycoside hydrolase family 17,262,384
Pfam,UPI0000132B77,"Pseudouridine synthase I, TruA, alpha/beta domain",206,309
Pfam,UPI0000052F8A,WD40 repeat,297,331
Pfam,UPI0000137959,"Ubiquitin-conjugating enzyme E2, catalytic core domain",8,144
Pfam,UPI000013307B,XPG-I domain,783,864
Pfam,UPI000013307B,"XPG, N-terminal",1,97
Pfam,UPI0000053188,RAI1-like,19,363
Pfam,UPI000006AF75,Arrestin C-terminal-like domain,260,392
Pfam,UPI000006AF75,"Arrestin-like, N-terminal",39,200
Pfam,UPI0000052F21,"AMP-activated protein kinase, glycogen-binding domain",164,248
Pfam,UPI0000052F21,Association with the SNF1 complex (ASC) domain,337,411
Pfam,UPI0000036C4F,WD40 repeat,287,319
Pfam,UPI00001D477E,Uncharacterised protein family UPF0646,84,192
Pfam,UPI000005328F,Ribonucleotide reductase small subunit family,34,300
Pfam,UPI0001779B10,,1539,1619
Pfam,UPI0001779B10,,704,763
Pfam,UPI0001779B10,"Helicase, C-terminal domain-like",1421,1508
Pfam,UPI0001779B10,DEAD/DEAH box helicase domain,1141,1307
Pfam,UPI0001779B10,Sec63 domain,1632,1921
Pfam,UPI0000053027,DEAD/DEAH box helicase domain,146,322
Pfam,UPI0000053027,"Helicase, C-terminal domain-like",358,467
Pfam,UPI00000530F2,"Sm domain, eukaryotic/archaea-type",5,96
Pfam,UPI0000135AAD,Knr4/Smi1-like domain,115,286
Pfam,UPI0000052FEA,Ribosome biogenesis protein Slx9-like,48,206
Pfam,UPI000004F91B,Domain of unknown function DUF3533,112,497
Pfam,UPI0000052FFB,,4,44
Pfam,UPI0000052FFB,,110,220
Pfam,UPI0000052EE4,,1131,1218
Pfam,UPI0000052EE4,Bromo adjacent homology (BAH) domain,123,257
Pfam,UPI0000052EE4,"Zinc finger, PHD-finger",1041,1094
Pfam,UPI0001F7BD45,Citron homology (CNH) domain,854,1132
Pfam,UPI0001F7BD45,DEP domain,278,345
Pfam,UPI0001F7BD45,Pleckstrin homology domain 5,686,816
Pfam,UPI0001F7BD45,Dbl homology domain,469,648
Pfam,UPI0000168330,Ribosomal protein eL8/eL30/eS12/Gadd45,9,101
Pfam,UPI0000135C7C,Glucosamine/galactosamine-6-phosphate isomerase,9,240
Pfam,UPI0000052F23,CBS domain,270,318
Pfam,UPI0000036C4E,"Large ribosomal subunit protein uL6, alpha-beta domain",12,85
Pfam,UPI0000135C6D,"Mediator complex, subunit Med31",21,86
Pfam,UPI0000135E6E,Septin-type guanine nucleotide-binding (G) domain,106,370
Pfam,UPI0000053199,Spt4/RpoE2 zinc finger,4,79
Pfam,UPI0000004F6D,Small ribosomal subunit protein uS12,38,144
Pfam,UPI000004F910,"Small ribosomal subunit protein uS5, C-terminal",160,231
Pfam,UPI000004F910,"Small ribosomal subunit protein uS5, N-terminal",76,140
Pfam,UPI000005315D,"Mediator complex, subunit Med18",3,74
Pfam,UPI000005303D,"STT3/PglB/AglB, core domain",511,562
Pfam,UPI000005303D,"Oligosaccharyl transferase STT3, N-terminal domain",15,417
Pfam,UPI0000132F7A,Small ribosomal subunit protein eS26,1,107
Pfam,UPI0000136178,"Threonylcarbamoyl-AMP synthase, C-terminal domain",253,420
Pfam,UPI0000136178,Threonylcarbamoyl-AMP synthase-like domain,62,250
Pfam,UPI000013AF19,"DAMP1, SANT/Myb-like domain",110,212
Pfam,UPI0000168B65,Small ribosomal subunit protein mS29,124,444
Pfam,UPI0000135220,Small GTPase,5,166
Pfam,UPI00001352BC,RTA-like protein,72,278
Pfam,UPI000013AF38,"Phosphatidate cytidylyltransferase, mitochondrial",114,325
Pfam,UPI0000052EA5,"Ppx/GppA phosphatase, N-terminal",33,346
Pfam,UPI0000052EA5,,351,547
Pfam,UPI000013B133,THUMP domain,170,258
Pfam,UPI0000047282,"Telomere length regulation protein, conserved domain",434,546
Pfam,UPI000005319A,"Transcription initiation factor IIF, alpha subunit",319,417
Pfam,UPI0000035D5E,"FACT complex subunit SPT16, N-terminal lobe domain",6,167
Pfam,UPI0000035D5E,"FACT complex subunit SPT16, middle domain",553,669
Pfam,UPI0000035D5E,"Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain",836,922
Pfam,UPI0000035D5E,"FACT complex subunit SPT16, PH-like domain",679,815
Pfam,UPI0000035D5E,Peptidase M24,218,422
Pfam,UPI0000035D5E,"FACT complex subunit SPT16, C-terminal domain",962,1032
Pfam,UPI0000136D8C,,49,306
Pfam,UPI000013AF2E,Thg1 C-terminal domain,141,218
Pfam,UPI000013AF2E,tRNAHis guanylyltransferase catalytic domain,7,138
Pfam,UPI00001D4786,Transcription regulator protein Rtt102,5,140
Pfam,UPI000013AFC6,Steryl acetyl hydrolase 1-like,50,421
Pfam,UPI00001356B4,Fat storage-inducing transmembrane protein,35,370
Pfam,UPI000005321E,"SDA1, middle domain",575,700
Pfam,UPI000005321E,"SDA1, C-terminal domain",719,765
Pfam,UPI000005321E,"SDA1, N-terminal",93,474
Pfam,UPI0000403EFC,CBS domain,275,320
Pfam,UPI0000135FDC,,56,240
Pfam,UPI0000052DFD,WD40 repeat,88,125
Pfam,UPI0000052DFD,COPA/B second beta-propeller domain,326,589
Pfam,UPI0000052DFD,"COPA/B, TPR domain",606,790
Pfam,UPI0000053136,SCA7 domain,214,279
Pfam,UPI0000053136,"SAGA-associated factor 73, zinc finger domain",59,99
Pfam,UPI0000135876,,92,267
Pfam,UPI000013AF80,Major facilitator superfamily,176,558
Pfam,UPI000013B0D5,KN homeodomain,212,251
Pfam,UPI0000135962,Surfeit locus 1/Shy1,80,352
Pfam,UPI0000052F39,"Exoribonuclease, phosphorolytic domain 2",156,219
Pfam,UPI0000052F39,"Exoribonuclease, phosphorolytic domain 1",21,152
Pfam,UPI0000052E1E,Beta-glucan synthesis-associated protein Skn1/Kre6/Sbg1,250,763
Pfam,UPI000013AF5A,Mitochondrial substrate/solute carrier,15,105
Pfam,UPI0000052E16,"Trafficking protein particle complex II-specific subunit 65, IgD3",403,552
Pfam,UPI0000052E16,"Trafficking protein particle complex II-specific subunit 65, IgD2",211,339
Pfam,UPI0000052E16,"Trafficking protein particle complex II-specific subunit 65, IgD1",2,210
Pfam,UPI000013B0EE,"DNA replication regulator Sld3, C-terminal",156,646
Pfam,UPI000013B0EE,"Sld3, N-terminal",6,121
Pfam,UPI000013AFA3,Alcohol acetyltransferase/N-acetyltransferase-like,6,454
Pfam,UPI0000137A06,"E3 ubiquitin-protein ligase UBR1-like, winged-helix domain",917,1014
Pfam,UPI0000137A06,"Zinc finger, UBR-type",122,191
Pfam,UPI0000137A06,"E3 ubiquitin-protein ligase UBR-like, C-terminal",1401,1793
Pfam,UPI0000136756,"Aminoacyl-tRNA synthetase, class Ic",37,335
Pfam,UPI000013B11D,Purine-cytosine permease,92,435
Pfam,UPI000012B139,Aminotransferase class-III,45,466
Pfam,UPI000013B0D4,"Knl1, C-terminal RWD domain",681,798
Pfam,UPI000013B0D4,Spc7 kinetochore protein domain,452,638
Pfam,UPI0000137094,Major facilitator superfamily,98,458
Pfam,UPI0000053186,"Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 1",21,120
Pfam,UPI0000053186,"Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 2",122,199
Pfam,UPI000013764C,"Tryptophan synthase, alpha chain",9,259
Pfam,UPI000013764C,"Tryptophan synthase beta chain-like, PALP domain",350,675
Pfam,UPI0000052E59,"Nrap protein, domain 3",521,690
Pfam,UPI0000052E59,"Nrap protein, domain 4",705,904
Pfam,UPI0000052E59,Nrap protein domain 1,203,355
Pfam,UPI0000052E59,"Nrap protein, domain 2",358,514
Pfam,UPI0000052E59,"Nrap protein, domain 5",906,1091
Pfam,UPI0000052E59,"Nrap protein, domain 6",1093,1232
Pfam,UPI0000052FAE,"Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",825,972
Pfam,UPI0000052FAE,"Aminoacyl-tRNA synthetase, class Ia",157,780
